Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Transferencias,Chrome 111.0.0.0,,,2023-04-11 16:38:42,2023-04-11 16:43:25,"4m - 43,229s",FAILED
,,,,,,,
Test Cases/04-Transferencias/TRF01-Transferencia Propias Credicoop Pesos POS,Chrome 111.0.0.0,,,2023-04-11 16:38:42,2023-04-11 16:39:58,"1m - 16,259s",PASSED
Start listener action : sampleBeforeTestCase,Chrome 111.0.0.0,,,2023-04-11 16:38:42,2023-04-11 16:38:42,"0,036s",PASSED
"vValorMonto = ""1""",Chrome 111.0.0.0,,,2023-04-11 16:38:43,2023-04-11 16:38:43,"0,001s",PASSED
"vClaveBypass = ""Testing3""",Chrome 111.0.0.0,,,2023-04-11 16:38:43,2023-04-11 16:38:43,"0,001s",PASSED
"pkgUtilities.kwyUtility.Server(""Internet"")",Chrome 111.0.0.0,,,2023-04-11 16:38:43,2023-04-11 16:38:47,"4,302s",PASSED
"pkgUtilities.kwyUtility.Login(AdminDNI, AdminClave, AdminUsuario)",Chrome 111.0.0.0,,,2023-04-11 16:38:47,2023-04-11 16:39:00,"12,923s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/02-Dashboard/lnkDsbTransferencias""))",Chrome 111.0.0.0,,,2023-04-11 16:39:00,2023-04-11 16:39:06,"6,059s",PASSED
"click(findTestObject(""Object Repository/02-Dashboard/lnkDsbTransferencias""))",Chrome 111.0.0.0,,,2023-04-11 16:39:06,2023-04-11 16:39:06,"0,424s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/04-Transferencias/02-Nueva Transferencia/btnTrfNuevaTransferenciaInicio""))",Chrome 111.0.0.0,,,2023-04-11 16:39:06,2023-04-11 16:39:09,"3,169s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/02-Nueva Transferencia/btnTrfNuevaTransferenciaInicio""))",Chrome 111.0.0.0,,,2023-04-11 16:39:09,2023-04-11 16:39:10,"0,465s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/04-Transferencias/lblTrfMisCuentasCredicoop""))",Chrome 111.0.0.0,,,2023-04-11 16:39:10,2023-04-11 16:39:13,"3,091s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/lblTrfMisCuentasCredicoop""))",Chrome 111.0.0.0,,,2023-04-11 16:39:13,2023-04-11 16:39:13,"0,469s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/04-Transferencias/lnkTrfCuentaPropiaPesos""))",Chrome 111.0.0.0,,,2023-04-11 16:39:13,2023-04-11 16:39:14,"0,816s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/lnkTrfCuentaPropiaPesos""))",Chrome 111.0.0.0,,,2023-04-11 16:39:14,2023-04-11 16:39:15,"0,458s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/04-Transferencias/lblTrfMontoTituloFormulario""))",Chrome 111.0.0.0,,,2023-04-11 16:39:15,2023-04-11 16:39:17,"2,704s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/txtTrfMontoFormulario""))",Chrome 111.0.0.0,,,2023-04-11 16:39:17,2023-04-11 16:39:18,"0,651s",PASSED
"sendKeys(findTestObject(""Object Repository/04-Transferencias/txtTrfMontoFormulario""), vValorMonto)",Chrome 111.0.0.0,,,2023-04-11 16:39:18,2023-04-11 16:39:18,"0,378s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/lblTrfSeleccionTitularidadFormulario""))",Chrome 111.0.0.0,,,2023-04-11 16:39:18,2023-04-11 16:39:19,"0,452s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/lblTitularidadTextoFormulario""))",Chrome 111.0.0.0,,,2023-04-11 16:39:19,2023-04-11 16:39:19,"0,430s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/02-Nueva Transferencia/btnContinuarFormulario""))",Chrome 111.0.0.0,,,2023-04-11 16:39:19,2023-04-11 16:39:20,"0,616s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/02-Nueva Transferencia/btnTrfConfirmar""))",Chrome 111.0.0.0,,,2023-04-11 16:39:20,2023-04-11 16:39:22,"1,733s",PASSED
"setText(findTestObject(""Object Repository/04-Transferencias/txtTrfClaveBypass""), vClaveBypass)",Chrome 111.0.0.0,,,2023-04-11 16:39:22,2023-04-11 16:39:22,"0,786s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/02-Nueva Transferencia/btnTrfConfirmarBypass""))",Chrome 111.0.0.0,,,2023-04-11 16:39:22,2023-04-11 16:39:23,"0,443s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/04-Transferencias/txtTrfBeneficiarioDestino""))",Chrome 111.0.0.0,,,2023-04-11 16:39:23,2023-04-11 16:39:27,"3,946s",PASSED
Start tear down : fPassScript,Chrome 111.0.0.0,,,2023-04-11 16:39:27,2023-04-11 16:39:58,"31,312s",PASSED
,,,,,,,
Test Cases/04-Transferencias/TRF02-Transferencia Propias Credicoop Dolares POS,Chrome 111.0.0.0,,,2023-04-11 16:39:58,2023-04-11 16:41:21,"1m - 23,117s",PASSED
