Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Transferencias,Chrome 112.0.0.0,,,2023-04-20 12:52:49,2023-04-20 12:58:30,"5m - 41,476s",PASSED
,,,,,,,
Test Cases/04-Transferencias/TRF01-Transferencia Propias Credicoop Pesos POS,Chrome 112.0.0.0,,,2023-04-20 12:52:49,2023-04-20 12:54:35,"1m - 46,010s",PASSED
"vClaveBypass = findTestData(""02-Usuarios/SetUsers-FF"").getValue(5, 1)",Chrome 112.0.0.0,,,2023-04-20 12:52:50,2023-04-20 12:52:50,"0,760s",PASSED
"vlblMisCtas = findTestData(""05-Labels/Labels"").getValue(2, 10)",Chrome 112.0.0.0,,,2023-04-20 12:52:50,2023-04-20 12:52:50,"0,097s",PASSED
"vValorMonto = ""1""",Chrome 112.0.0.0,,,2023-04-20 12:52:50,2023-04-20 12:52:50,"0,002s",PASSED
"pkgUtilities.kwyUtility.Server(""Internet"")",Chrome 112.0.0.0,,,2023-04-20 12:52:50,2023-04-20 12:52:53,"2,344s",PASSED
"pkgUtilities.kwyUtility.Login(AdminDNI, AdminClave, AdminUsuario)",Chrome 112.0.0.0,,,2023-04-20 12:52:53,2023-04-20 12:53:04,"10,916s",PASSED
"click(findTestObject(""Object Repository/02-Dashboard/lnkDsbTransferencias""))",Chrome 112.0.0.0,,,2023-04-20 12:53:04,2023-04-20 12:53:10,"6,630s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/02-Nueva Transferencia/btnTrfNuevaTransferenciaInicio""))",Chrome 112.0.0.0,,,2023-04-20 12:53:10,2023-04-20 12:53:14,"3,299s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/lblTrfMisCuentasCredicoop""))",Chrome 112.0.0.0,,,2023-04-20 12:53:14,2023-04-20 12:53:16,"2,638s",PASSED
"verifyElementText(findTestObject(""Object Repository/04-Transferencias/lblTrfMisCuentasCredicoop""), vlblMisCtas)",Chrome 112.0.0.0,,,2023-04-20 12:53:16,2023-04-20 12:53:17,"0,735s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/lnkTrfCuentaPropiaPesos""))",Chrome 112.0.0.0,,,2023-04-20 12:53:17,2023-04-20 12:53:17,"0,438s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/txtTrfMontoFormulario""))",Chrome 112.0.0.0,,,2023-04-20 12:53:17,2023-04-20 12:53:20,"2,207s",PASSED
"sendKeys(findTestObject(""Object Repository/04-Transferencias/txtTrfMontoFormulario""), vValorMonto)",Chrome 112.0.0.0,,,2023-04-20 12:53:20,2023-04-20 12:53:20,"0,373s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/lblTrfSeleccionTitularidadFormulario""))",Chrome 112.0.0.0,,,2023-04-20 12:53:20,2023-04-20 12:53:20,"0,430s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/lblTitularidadTextoFormulario""))",Chrome 112.0.0.0,,,2023-04-20 12:53:20,2023-04-20 12:53:21,"0,417s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/02-Nueva Transferencia/btnContinuarFormulario""))",Chrome 112.0.0.0,,,2023-04-20 12:53:21,2023-04-20 12:53:21,"0,538s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/02-Nueva Transferencia/btnTrfConfirmar""))",Chrome 112.0.0.0,,,2023-04-20 12:53:21,2023-04-20 12:53:23,"1,480s",PASSED
