Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Transferencias,Chrome 111.0.0.0,,,2023-04-11 14:33:32,2023-04-11 14:37:54,"4m - 22,345s",PASSED
,,,,,,,
Test Cases/04-Transferencias/TRF01-Transferencia Propias Credicoop Pesos POS,Chrome 111.0.0.0,,,2023-04-11 14:33:32,2023-04-11 14:34:50,"1m - 17,956s",PASSED
"vValorMonto = ""1""",Chrome 111.0.0.0,,,2023-04-11 14:33:33,2023-04-11 14:33:33,"0,002s",PASSED
"vClaveBypass = ""Testing3""",Chrome 111.0.0.0,,,2023-04-11 14:33:33,2023-04-11 14:33:33,"0,000s",PASSED
"pkgUtilities.kwyUtility.Server(""Internet"")",Chrome 111.0.0.0,,,2023-04-11 14:33:33,2023-04-11 14:33:37,"4,188s",PASSED
"pkgUtilities.kwyUtility.Login(AdminDNI, AdminClave, AdminUsuario)",Chrome 111.0.0.0,,,2023-04-11 14:33:37,2023-04-11 14:33:51,"13,627s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/02-Dashboard/lnkDsbTransferencias""))",Chrome 111.0.0.0,,,2023-04-11 14:33:51,2023-04-11 14:33:57,"6,462s",PASSED
"click(findTestObject(""Object Repository/02-Dashboard/lnkDsbTransferencias""))",Chrome 111.0.0.0,,,2023-04-11 14:33:57,2023-04-11 14:33:58,"0,432s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/04-Transferencias/02-Nueva Transferencia/btnTrfNuevaTransferenciaInicio""))",Chrome 111.0.0.0,,,2023-04-11 14:33:58,2023-04-11 14:34:01,"3,078s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/02-Nueva Transferencia/btnTrfNuevaTransferenciaInicio""))",Chrome 111.0.0.0,,,2023-04-11 14:34:01,2023-04-11 14:34:01,"0,486s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/04-Transferencias/lblTrfMisCuentasCredicoop""))",Chrome 111.0.0.0,,,2023-04-11 14:34:01,2023-04-11 14:34:05,"3,140s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/lblTrfMisCuentasCredicoop""))",Chrome 111.0.0.0,,,2023-04-11 14:34:05,2023-04-11 14:34:05,"0,472s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/04-Transferencias/lnkTrfCuentaPropiaPesos""))",Chrome 111.0.0.0,,,2023-04-11 14:34:05,2023-04-11 14:34:06,"0,838s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/lnkTrfCuentaPropiaPesos""))",Chrome 111.0.0.0,,,2023-04-11 14:34:06,2023-04-11 14:34:06,"0,455s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/04-Transferencias/lblTrfMontoTituloFormulario""))",Chrome 111.0.0.0,,,2023-04-11 14:34:06,2023-04-11 14:34:10,"3,251s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/txtTrfMontoFormulario""))",Chrome 111.0.0.0,,,2023-04-11 14:34:10,2023-04-11 14:34:10,"0,398s",PASSED
"sendKeys(findTestObject(""Object Repository/04-Transferencias/txtTrfMontoFormulario""), vValorMonto)",Chrome 111.0.0.0,,,2023-04-11 14:34:10,2023-04-11 14:34:10,"0,392s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/lblTrfSeleccionTitularidadFormulario""))",Chrome 111.0.0.0,,,2023-04-11 14:34:10,2023-04-11 14:34:11,"0,453s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/lblTitularidadTextoFormulario""))",Chrome 111.0.0.0,,,2023-04-11 14:34:11,2023-04-11 14:34:11,"0,425s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/02-Nueva Transferencia/btnContinuarFormulario""))",Chrome 111.0.0.0,,,2023-04-11 14:34:11,2023-04-11 14:34:12,"0,604s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/02-Nueva Transferencia/btnTrfConfirmar""))",Chrome 111.0.0.0,,,2023-04-11 14:34:12,2023-04-11 14:34:13,"1,617s",PASSED
"setText(findTestObject(""Object Repository/04-Transferencias/txtTrfClaveBypass""), vClaveBypass)",Chrome 111.0.0.0,,,2023-04-11 14:34:13,2023-04-11 14:34:14,"0,765s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/02-Nueva Transferencia/btnTrfConfirmarBypass""))",Chrome 111.0.0.0,,,2023-04-11 14:34:14,2023-04-11 14:34:15,"0,462s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/04-Transferencias/txtTrfBeneficiarioDestino""))",Chrome 111.0.0.0,,,2023-04-11 14:34:15,2023-04-11 14:34:19,"4,467s",PASSED
Start tear down : fPassScript,Chrome 111.0.0.0,,,2023-04-11 14:34:19,2023-04-11 14:34:50,"31,321s",PASSED
,,,,,,,
